base,modelo,feature,nativa,permutation,permutation_std,tipo,disponibilidade,coef_padronizado,vip
microsoft_open,PLS,close_lag_1,,0.5406143911517951,0.07159372859123053,externa,conhecida,1.3782560690688677,1.5192899117000156
microsoft_open,PLS,volume_lag_1,,0.10642842529945432,0.01634618213400279,externa,conhecida,-0.33444053512669886,0.3722917672057204
sales_profit,Random Forest,lag_7,0.08482316625277544,810.2442912983822,45.41708892310753,interna,-,,
sales_profit,Random Forest,lag_8,0.04372662330703355,190.99231030946538,13.078616432778187,interna,-,,
sales_profit,Random Forest,lag_9,0.0662420225128082,55.71833321904787,22.787333202673416,interna,-,,
sales_profit,Random Forest,lag_10,0.028469902355204364,278.50156837946327,23.753405113153555,interna,-,,
sales_profit,Random Forest,lag_12,0.02964988203418664,153.77570031624163,23.112050426683055,interna,-,,
sales_profit,Random Forest,lag_19,0.026383805626438023,180.511236034181,14.37769792555587,interna,-,,
sales_profit,Random Forest,media_4,0.088362450937928,886.9810476883916,46.88968206245706,interna,-,,
sales_profit,Random Forest,desvio_4,0.011486491722000168,-19.554372169537146,6.361730559989863,interna,-,,
sales_profit,Random Forest,media_8,0.22642273426819395,1928.422348818412,127.19498618616939,interna,-,,
sales_profit,Random Forest,desvio_8,0.013409467846770598,34.330118781456534,8.546287889479999,interna,-,,
sales_profit,Random Forest,media_12,0.14589247076620007,1403.8207079791364,88.565595530821,interna,-,,
sales_profit,Random Forest,desvio_12,0.021212793816755223,-31.63167207737115,14.96213061666234,interna,-,,
sales_profit,Random Forest,delta_nivel,0.01161310924537393,5.380459513714141,4.3006258779969935,interna,-,,
sales_profit,Random Forest,mes,0.017205209379801835,-22.474848765505794,6.532296193263064,interna,-,,
sales_profit,Random Forest,dia_semana,0.005678847549024808,-15.570505309608052,4.9509169146819945,interna,-,,
sales_profit,Random Forest,semana,0.020100427939741046,-53.3063186686054,12.666954008432517,interna,-,,
sales_profit,Random Forest,mes_sin,0.009596055475084584,-253.61928882952043,22.821857771707403,interna,-,,
sales_profit,Random Forest,mes_cos,0.015993006844826192,-8.259756870818183,7.667474248559911,interna,-,,
sales_profit,Random Forest,dia_semana_sin,0.0042692694039278885,2.1813748880796084,7.6641457959098265,interna,-,,
