params,aic,bic,mae_validacao,bic_norm,mae_norm,criterio,valor,base,modelo
"{'n_estimators': 600, 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 5, 'min_samples_leaf': 2}",,,,,,MAE validacao,4189.91392558926,sales_profit,Random Forest
"{'n_estimators': 600, 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 2, 'min_samples_leaf': 2}",,,,,,MAE validacao,4193.947732817219,sales_profit,Random Forest
{'n_components': 5},,,,,,MAE validacao,4861.261715024574,sales_profit,PLS
{'n_components': 6},,,,,,MAE validacao,4890.506500975238,sales_profit,PLS
{'n_components': 4},,,,,,MAE validacao,4893.332112242106,sales_profit,PLS
{'n_components': 15},,,,,,MAE validacao,4905.1573219102565,sales_profit,PLS
{'n_components': 14},,,,,,MAE validacao,4906.464146319841,sales_profit,PLS
{'n_components': 1},,,,,,MAE validacao,4911.302520349778,sales_profit,PLS
{'n_components': 7},,,,,,MAE validacao,4937.616845590305,sales_profit,PLS
{'n_components': 3},,,,,,MAE validacao,4948.684195525596,sales_profit,PLS
{'n_components': 8},,,,,,MAE validacao,4958.918910184441,sales_profit,PLS
{'n_components': 10},,,,,,MAE validacao,4962.5688016308695,sales_profit,PLS
{'n_components': 13},,,,,,MAE validacao,4969.799107332465,sales_profit,PLS
{'n_components': 12},,,,,,MAE validacao,4971.06298985438,sales_profit,PLS
{'n_components': 9},,,,,,MAE validacao,4981.179520532635,sales_profit,PLS
{'n_components': 2},,,,,,MAE validacao,4984.24709634151,sales_profit,PLS
{'n_components': 11},,,,,,MAE validacao,5029.184404430365,sales_profit,PLS
"{'order': (0, 1, 2), 'seasonal_order': (0, 0, 2, 4)}",336.3162404525562,351.4284220360739,2.9730182288321143,0.0,0.21617176250493778,BIC+MAE normalizados,0.21617176250493778,brasil_vitorias,SARIMAX
"{'order': (0, 1, 2), 'seasonal_order': (1, 0, 2, 4)}",337.0871458681006,354.35821053497796,2.8887334432589316,0.3691657756921809,0.0,BIC+MAE normalizados,0.3691657756921809,brasil_vitorias,SARIMAX
"{'order': (1, 1, 1), 'seasonal_order': (0, 0, 2, 4)}",342.11826373585535,357.3389746251248,2.9771584187323508,0.7447546920614336,0.2267904304146064,BIC+MAE normalizados,0.9715451224760401,brasil_vitorias,SARIMAX
"{'order': (2, 1, 1), 'seasonal_order': (2, 0, 0, 4)}",341.910576816862,359.3056749760271,2.983375249636268,0.9925672767809506,0.24273522145317547,BIC+MAE normalizados,1.235302498234126,brasil_vitorias,SARIMAX
"{'order': (0, 1, 2), 'seasonal_order': (2, 0, 2, 4)}",338.3499241189173,357.7798718691543,3.0630256983423836,0.8003096145937517,0.4470209387865833,BIC+MAE normalizados,1.247330553380335,brasil_vitorias,SARIMAX
"{'order': (2, 1, 0), 'seasonal_order': (2, 0, 0, 4)}",343.559424464419,358.7801353536885,3.059668840574934,0.9263470556249916,0.4384113438859958,BIC+MAE normalizados,1.3647583995109875,brasil_vitorias,SARIMAX
"{'order': (1, 1, 2), 'seasonal_order': (0, 0, 2, 4)}",338.2245339872035,355.4955986540808,3.2300058099846267,0.5124815022058011,0.8752878530523047,BIC+MAE normalizados,1.3877693552581059,brasil_vitorias,SARIMAX
"{'order': (0, 1, 1), 'seasonal_order': (0, 0, 2, 4)}",343.4779061822524,356.52422980162623,3.2786307388007465,0.6420933890798163,1.0,BIC+MAE normalizados,1.6420933890798164,brasil_vitorias,SARIMAX
"{'order': (0, 1, 1), 'seasonal_order': (1, 0, 2, 4)}",344.14395196818265,359.3646628574521,3.1648927065248467,1.0,0.70828719876642,BIC+MAE normalizados,1.70828719876642,brasil_vitorias,SARIMAX
"{'order': (1, 1, 2), 'seasonal_order': (1, 0, 2, 4)}",339.05974009549044,358.4896878457275,3.212971900466818,0.8897494378739509,0.831599656923276,BIC+MAE normalizados,1.721349094797227,brasil_vitorias,SARIMAX
"{'trend': None, 'seasonal': 'add', 'damped': False}",,,,,,MAE validacao,2.661676738963399,brasil_vitorias,Holt-Winters
"{'trend': 'add', 'seasonal': 'add', 'damped': True}",,,,,,MAE validacao,2.717485806447505,brasil_vitorias,Holt-Winters
"{'trend': 'add', 'seasonal': 'add', 'damped': False}",,,,,,MAE validacao,2.7374448552340143,brasil_vitorias,Holt-Winters
"{'trend': None, 'seasonal': None, 'damped': False}",,,,,,MAE validacao,2.8617786366407687,brasil_vitorias,Holt-Winters
"{'trend': 'add', 'seasonal': None, 'damped': True}",,,,,,MAE validacao,3.0089652212658327,brasil_vitorias,Holt-Winters
"{'trend': 'add', 'seasonal': None, 'damped': False}",,,,,,MAE validacao,3.0586588997367703,brasil_vitorias,Holt-Winters
"{'trend': 'add', 'seasonal': 'mul', 'damped': False}",,,,,,MAE validacao,inf,brasil_vitorias,Holt-Winters
"{'trend': 'add', 'seasonal': 'mul', 'damped': True}",,,,,,MAE validacao,inf,brasil_vitorias,Holt-Winters
"{'trend': None, 'seasonal': 'mul', 'damped': False}",,,,,,MAE validacao,inf,brasil_vitorias,Holt-Winters
"{'n_estimators': 300, 'max_depth': 12, 'max_features': 'sqrt', 'min_samples_split': 2, 'min_samples_leaf': 1}",,,,,,MAE validacao,2.8749685990338163,brasil_vitorias,Random Forest
"{'n_estimators': 300, 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 2, 'min_samples_leaf': 1}",,,,,,MAE validacao,2.88769997276066,brasil_vitorias,Random Forest
"{'n_estimators': 300, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'min_samples_leaf': 2}",,,,,,MAE validacao,2.897815001021524,brasil_vitorias,Random Forest
"{'n_estimators': 300, 'max_depth': 12, 'max_features': 0.5, 'min_samples_split': 5, 'min_samples_leaf': 1}",,,,,,MAE validacao,2.9010730618013225,brasil_vitorias,Random Forest
"{'n_estimators': 600, 'max_depth': 12, 'max_features': 0.5, 'min_samples_split': 5, 'min_samples_leaf': 1}",,,,,,MAE validacao,2.902910461720244,brasil_vitorias,Random Forest
"{'n_estimators': 300, 'max_depth': 6, 'max_features': 0.5, 'min_samples_split': 5, 'min_samples_leaf': 2}",,,,,,MAE validacao,2.9042692337169327,brasil_vitorias,Random Forest
"{'n_estimators': 300, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'min_samples_leaf': 1}",,,,,,MAE validacao,2.911153839719058,brasil_vitorias,Random Forest
"{'n_estimators': 600, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'min_samples_leaf': 2}",,,,,,MAE validacao,2.9163662643717,brasil_vitorias,Random Forest
"{'n_estimators': 600, 'max_depth': 12, 'max_features': 'sqrt', 'min_samples_split': 5, 'min_samples_leaf': 2}",,,,,,MAE validacao,2.9163662643717,brasil_vitorias,Random Forest
"{'n_estimators': 600, 'max_depth': 12, 'max_features': 'sqrt', 'min_samples_split': 2, 'min_samples_leaf': 2}",,,,,,MAE validacao,2.920136324424368,brasil_vitorias,Random Forest
"{'n_estimators': 600, 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 5, 'min_samples_leaf': 2}",,,,,,MAE validacao,2.926583413926869,brasil_vitorias,Random Forest
"{'n_estimators': 600, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 5, 'min_samples_leaf': 1}",,,,,,MAE validacao,2.931596723928245,brasil_vitorias,Random Forest
"{'n_estimators': 600, 'max_depth': 12, 'max_features': 'sqrt', 'min_samples_split': 5, 'min_samples_leaf': 1}",,,,,,MAE validacao,2.931994895757364,brasil_vitorias,Random Forest
"{'n_estimators': 600, 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 2, 'min_samples_leaf': 2}",,,,,,MAE validacao,2.9364713598960823,brasil_vitorias,Random Forest
"{'n_estimators': 600, 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 2, 'min_samples_leaf': 1}",,,,,,MAE validacao,2.9388498665745697,brasil_vitorias,Random Forest
"{'n_estimators': 600, 'max_depth': 6, 'max_features': 0.5, 'min_samples_split': 2, 'min_samples_leaf': 2}",,,,,,MAE validacao,2.953874952008962,brasil_vitorias,Random Forest
{'n_components': 1},,,,,,MAE validacao,2.836651065013311,brasil_vitorias,PLS
{'n_components': 6},,,,,,MAE validacao,3.127777368101443,brasil_vitorias,PLS
{'n_components': 7},,,,,,MAE validacao,3.155244035785673,brasil_vitorias,PLS
{'n_components': 5},,,,,,MAE validacao,3.2186780875048,brasil_vitorias,PLS
{'n_components': 4},,,,,,MAE validacao,3.25873386775737,brasil_vitorias,PLS
{'n_components': 8},,,,,,MAE validacao,3.400685184886969,brasil_vitorias,PLS
{'n_components': 3},,,,,,MAE validacao,3.426482122484138,brasil_vitorias,PLS
{'n_components': 2},,,,,,MAE validacao,3.479798055457358,brasil_vitorias,PLS
{'n_components': 10},,,,,,MAE validacao,3.543323121967079,brasil_vitorias,PLS
{'n_components': 9},,,,,,MAE validacao,3.5671060621109403,brasil_vitorias,PLS
{'n_components': 12},,,,,,MAE validacao,3.569428752931324,brasil_vitorias,PLS
{'n_components': 11},,,,,,MAE validacao,3.5977296977336666,brasil_vitorias,PLS
{'n_components': 13},,,,,,MAE validacao,3.680324601064877,brasil_vitorias,PLS
{'n_components': 14},,,,,,MAE validacao,3.7054534852026015,brasil_vitorias,PLS
{'n_components': 15},,,,,,MAE validacao,3.729452844417049,brasil_vitorias,PLS
