Date,target_open,close_lag_1,volume_lag_1
2015-10-19,47.42,47.51,26450334
2015-10-20,47.44,47.62,29387581
2015-10-21,47.92,47.77,30802235
2015-10-22,47.53,47.2,25264710
2015-10-23,52.3,48.03,56637074
2015-10-26,52.53,52.87,135227059
2015-10-27,53.99,54.25,64633324
2015-10-28,53.54,53.69,50999907
2015-10-29,53.54,53.98,47000753
2015-10-30,53.32,53.36,30202078
2015-11-02,52.85,52.64,46619761
2015-11-03,52.93,53.24,30284982
2015-11-04,54.18,54.15,36596931
2015-11-05,54.49,54.4,37087849
2015-11-06,54.09,54.38,31468485
2015-11-09,54.55,54.92,32851204
2015-11-10,54.01,54.16,32513067
2015-11-11,53.7,53.51,55283697
2015-11-12,53.48,53.65,36516260
2015-11-13,53.07,53.32,35361095
2015-11-16,53.08,52.84,36848175
2015-11-17,53.17,53.77,32165198
2015-11-18,53.0,52.97,31551255
2015-11-19,53.99,53.85,29710030
2015-11-20,54.25,53.94,28149228
2015-11-23,54.25,54.19,37147608
2015-11-24,53.92,54.19,28235918
2015-11-25,54.09,54.25,24600043
2015-11-27,53.8,53.69,21005147
2015-11-30,54.54,53.93,9009132
2015-12-01,54.41,54.35,56241417
2015-12-02,55.32,55.22,39952779
2015-12-03,55.49,55.21,47274879
2015-12-04,54.12,54.2,38627835
2015-12-07,55.79,55.91,43963662
2015-12-08,55.47,55.81,30709765
2015-12-09,55.37,55.79,32878026
2015-12-10,55.39,54.98,36373209
2015-12-11,54.71,55.27,31775826
2015-12-14,54.33,54.06,39549497
2015-12-15,55.66,55.14,47006491
2015-12-16,55.54,55.2,39842998
2015-12-17,56.36,56.13,37503300
2015-12-18,55.77,55.7,41280907
2015-12-21,54.88,54.13,84684164
2015-12-22,54.99,54.83,37246325
2015-12-23,55.7,55.35,28322241
2015-12-24,55.86,55.82,27279832
2015-12-28,55.35,55.67,9570002
2015-12-29,56.29,55.95,22458293
2015-12-30,56.47,56.55,27731403
2015-12-31,56.04,56.31,21704505
2016-01-04,54.32,55.48,27334061
2016-01-05,54.93,54.8,53777963
2016-01-06,54.32,55.05,34079674
2016-01-07,52.7,54.05,39518863
2016-01-08,52.37,52.17,56564852
2016-01-11,52.51,52.33,48753969
2016-01-12,52.76,52.3,36943756
2016-01-13,53.8,52.78,36095539
2016-01-14,52.0,51.64,66883571
2016-01-15,51.31,53.11,52381918
2016-01-19,51.48,50.99,71820697
2016-01-20,49.98,50.56,43564538
2016-01-21,51.0,50.79,63272993
2016-01-22,51.41,50.48,40191157
2016-01-25,51.94,52.29,37555789
2016-01-26,51.79,51.79,34707717
2016-01-27,52.01,52.17,28900820
2016-01-28,51.86,51.22,36775194
2016-01-29,54.73,52.06,62513789
2016-02-01,54.88,55.09,83611686
2016-02-02,54.17,54.71,44208542
2016-02-03,53.25,53.0,56313753
2016-02-04,52.1,52.16,57559814
2016-02-05,51.94,52.0,46987123
2016-02-08,49.55,50.16,62008994
2016-02-09,49.02,49.41,59290497
2016-02-10,49.89,49.28,46740474
2016-02-11,48.68,49.71,38236954
2016-02-12,50.25,49.69,48878571
2016-02-16,50.9,50.5,34243324
2016-02-17,51.49,51.09,37291208
2016-02-18,52.33,52.42,40788968
2016-02-19,51.97,52.19,27176035
2016-02-22,52.28,51.82,33559073
2016-02-23,52.34,52.65,25008291
2016-02-24,50.69,51.18,28895274
2016-02-25,51.73,51.36,33014457
2016-02-26,52.6,52.1,26939467
2016-02-29,51.35,51.3,35975925
2016-03-01,50.97,50.88,31654036
2016-03-02,52.41,52.58,33024535
2016-03-03,52.97,52.95,29289884
2016-03-04,52.4,52.35,24427813
2016-03-07,51.56,52.03,33034150
2016-03-08,50.8,51.03,38428816
2016-03-09,51.89,51.65,33835119
2016-03-10,52.93,52.84,28251588
2016-03-11,53.0,52.05,38387804
2016-03-14,52.71,53.07,32275677
2016-03-15,52.75,53.17,24083616
2016-03-16,53.45,53.59,21104763
2016-03-17,54.21,54.35,31691742
2016-03-18,54.92,54.66,20539771
2016-03-21,53.25,53.49,67625518
2016-03-22,53.61,53.86,23925716
2016-03-23,54.11,54.07,23124143
2016-03-24,53.84,53.97,20129015
2016-03-28,54.21,54.21,19949972
2016-03-29,53.66,53.54,17025050
2016-03-30,54.93,54.71,23924329
2016-03-31,54.95,55.05,23008260
2016-04-01,55.05,55.23,26360495
2016-04-04,55.43,55.57,24399193
2016-04-05,55.19,55.43,18928810
2016-04-06,54.36,54.56,19272255
2016-04-07,54.87,55.12,21188682
2016-04-08,54.67,54.46,19225092
2016-04-11,54.49,54.42,22167223
2016-04-12,54.37,54.31,21414227
2016-04-13,55.12,54.65,24944288
2016-04-14,55.22,55.35,20817961
2016-04-15,55.3,55.36,20877108
2016-04-18,55.49,55.65,28793753
2016-04-19,56.63,56.46,23785950
2016-04-20,56.29,56.39,29596827
