Date,target_open,close_lag_1,volume_lag_1
2016-04-21,55.8,55.59,36195714
2016-04-22,51.91,55.78,38909096
2016-04-25,51.78,51.78,126834091
2016-04-26,52.26,52.11,33226948
2016-04-27,51.48,51.44,33532636
2016-04-28,50.62,50.94,43369256
2016-04-29,49.35,49.9,43134846
2016-05-02,50.0,49.87,48411684
2016-05-03,50.34,50.61,33114539
2016-05-04,49.84,49.78,26460244
2016-05-05,49.87,49.87,24257556
2016-05-06,49.92,49.94,25390718
2016-05-09,50.49,50.39,24787301
2016-05-10,50.33,50.07,17951598
2016-05-11,51.13,51.02,22890966
2016-05-12,51.2,51.05,24039140
2016-05-13,51.44,51.51,24102781
2016-05-16,50.8,51.08,22592342
2016-05-17,51.72,51.83,20032017
2016-05-18,50.48,50.51,27803514
2016-05-19,50.47,50.81,24907532
2016-05-20,50.48,50.32,23842358
2016-05-23,50.6,50.62,23905769
2016-05-24,50.7,50.03,26118720
2016-05-25,51.92,51.59,34757944
2016-05-26,51.93,52.12,24204566
2016-05-27,51.92,51.89,24335223
2016-05-31,52.26,52.32,17721438
2016-06-01,52.44,53.0,37653081
2016-06-02,52.64,52.85,25324828
2016-06-03,52.38,52.48,22840779
2016-06-06,51.99,51.79,23368291
2016-06-07,52.24,52.13,18243271
2016-06-08,52.02,52.1,20866770
2016-06-09,52.0,52.04,21149438
2016-06-10,51.05,51.62,20305664
2016-06-13,49.58,51.48,25833151
2016-06-14,49.9,50.14,83217844
2016-06-15,49.78,49.83,42577106
2016-06-16,49.52,49.69,33757639
2016-06-17,50.41,50.39,31188605
2016-06-20,50.64,50.13,45710516
2016-06-21,50.2,50.07,35607946
2016-06-22,51.08,51.19,34097825
2016-06-23,51.28,50.99,28816848
2016-06-24,49.81,51.91,29028833
2016-06-27,49.1,49.83,133502985
2016-06-28,48.92,48.43,50576699
2016-06-29,49.91,49.44,38140658
2016-06-30,50.72,50.54,31304021
2016-07-01,51.13,51.17,28527781
2016-07-05,50.83,51.16,21400392
2016-07-06,50.78,51.17,24806351
2016-07-07,51.42,51.38,28167461
2016-07-08,51.73,51.38,19585194
2016-07-11,52.5,52.3,28391026
2016-07-12,52.94,52.59,22269203
2016-07-13,53.56,53.21,27317555
2016-07-14,53.84,53.51,25356841
2016-07-15,53.95,53.74,24545520
2016-07-18,53.7,53.7,32024385
2016-07-19,53.71,53.96,31433864
2016-07-20,56.15,53.09,53336533
2016-07-21,55.98,55.91,89893301
2016-07-22,56.08,55.8,32776653
2016-07-25,56.47,56.57,32157167
2016-07-26,56.52,56.73,25610587
2016-07-27,56.61,56.76,28078995
2016-07-28,56.0,56.19,32327477
2016-07-29,56.26,56.21,37550411
2016-08-01,56.6,56.68,30558718
2016-08-02,56.85,56.58,26003419
2016-08-03,56.68,56.58,35121958
2016-08-04,56.8,56.97,22075616
2016-08-05,57.65,57.39,26587749
2016-08-08,58.06,57.96,29335221
2016-08-09,58.17,58.06,19473499
2016-08-10,58.16,58.2,16920721
2016-08-11,58.03,58.02,15756913
2016-08-12,58.03,58.3,18162301
2016-08-15,58.01,57.94,21655161
2016-08-16,57.61,58.12,19283902
2016-08-17,57.54,57.44,20523493
2016-08-18,57.42,57.56,18856423
2016-08-19,57.43,57.6,14214341
2016-08-22,57.6,57.62,17271044
2016-08-23,57.9,57.67,15221922
2016-08-24,57.8,57.89,18732373
2016-08-25,57.88,57.95,18151506
2016-08-26,58.28,58.17,18552579
2016-08-29,58.18,58.03,20971202
2016-08-30,57.98,58.1,16417207
2016-08-31,57.65,57.89,16930185
2016-09-01,57.01,57.46,20860269
2016-09-02,57.67,57.59,26075363
2016-09-06,57.78,57.67,18900489
2016-09-07,57.47,57.61,16278416
2016-09-08,57.63,57.66,17493359
2016-09-09,56.79,57.43,20146083
2016-09-12,56.0,56.21,35113934
2016-09-13,56.5,57.05,29302962
2016-09-14,56.39,56.53,30130213
2016-09-15,56.15,56.26,24274273
2016-09-16,57.63,57.19,27062614
2016-09-19,57.27,57.25,44606965
2016-09-20,57.35,56.93,20937104
2016-09-21,57.51,56.81,17383982
2016-09-22,57.92,57.76,33707272
2016-09-23,57.87,57.82,19822203
2016-09-26,57.08,57.43,19955336
2016-09-27,56.93,56.9,21688720
2016-09-28,57.88,57.95,28065071
2016-09-29,57.81,58.03,20536400
2016-09-30,57.57,57.4,25463536
2016-10-03,57.41,57.6,29910788
2016-10-04,57.27,57.42,19189515
2016-10-05,57.29,57.24,20085874
2016-10-06,57.74,57.64,16726411
2016-10-07,57.85,57.74,16212611
2016-10-10,57.91,57.8,20089020
2016-10-11,57.89,58.04,18196509
2016-10-12,57.11,57.19,26497418
2016-10-13,56.7,57.11,22177464
2016-10-14,57.12,56.92,25313748
2016-10-17,57.36,57.42,27402451
2016-10-18,57.53,57.22,23830014
2016-10-19,57.47,57.66,19149538
2016-10-20,57.5,57.53,22878397
2016-10-21,60.28,57.25,49455612
2016-10-24,59.94,59.66,80032206
2016-10-25,60.85,61.0,54066978
2016-10-26,60.81,60.99,35137164
2016-10-27,60.61,60.63,29911608
2016-10-28,60.01,60.1,28479856
2016-10-31,60.16,59.87,33574684
2016-11-01,59.97,59.92,26434697
2016-11-02,59.82,59.8,24532986
2016-11-03,59.53,59.43,22147005
2016-11-04,58.65,59.21,21600427
2016-11-07,59.78,58.71,28697016
2016-11-08,60.55,60.42,31664798
2016-11-09,60.0,60.47,22935355
2016-11-10,60.48,60.17,49632479
2016-11-11,58.23,58.7,57822394
2016-11-14,59.02,59.02,38767843
2016-11-15,58.33,58.12,41328422
2016-11-16,58.94,58.87,35904126
2016-11-17,60.41,59.65,27332475
2016-11-18,60.78,60.64,32132728
2016-11-21,60.5,60.35,27686311
2016-11-22,60.98,60.86,19652595
2016-11-23,61.01,61.12,23206700
2016-11-25,60.3,60.4,21848913
2016-11-28,60.34,60.53,8409616
